link
https://shopee.vn/B%E1%BB%99-%C4%91%C3%B4i-gi%E1%BA%A3m-m%E1%BB%A5n-ng%E1%BB%ABa-v%E1%BA%BFt-th%C4%83m-v%C3%A0-l%C3%A0m-d%E1%BB%8Bu-da-La-Roche-Posay-Effaclar-Duo(-)-i.37251700.2487465125?sp_atk=0c82e022-37da-403e-b1f1-4318fbb8b7b8&xptdk=0c82e022-37da-403e-b1f1-4318fbb8b7b8
https://shopee.vn/Gel-R%E1%BB%ADa-M%E1%BA%B7t-T%E1%BA%A1o-B%E1%BB%8Dt-L%C3%A0m-S%E1%BA%A1ch-Effaclar-Purifying-Foaming-Gel-For-Oily-Sensitive-Skin-200ml-i.37251700.580590326?sp_atk=d88890bb-25f4-489b-8fb4-46f6b20fd5a8&xptdk=d88890bb-25f4-489b-8fb4-46f6b20fd5a8
https://shopee.vn/B%E1%BB%99-%C4%91%C3%B4i-l%C3%A0m-s%E1%BA%A1ch-l%C3%A0m-d%E1%BB%8Bu-v%C3%A0-ph%E1%BB%A5c-h%E1%BB%93i-l%C3%A0n-da-La-Roche-Posay-Cicaplast-Baume-B5-i.37251700.9216886846?sp_atk=8f7876d4-a0fd-4aae-a94f-d92b7c3cfbb2&xptdk=8f7876d4-a0fd-4aae-a94f-d92b7c3cfbb2
https://shopee.vn/Kem-d%C6%B0%E1%BB%A1ng-gi%C3%BAp-l%C3%A0m-d%E1%BB%8Bu-l%C3%A0m-m%C3%A1t-ph%E1%BB%A5c-h%E1%BB%93i-da-ph%C3%B9-h%E1%BB%A3p-cho-tr%E1%BA%BB-em-La-Roche-Posay-Cicaplast-Baume-B5-40ml-i.37251700.580590482?sp_atk=1d7d0495-bcd2-4e9a-8399-85ed9bf75eda&xptdk=1d7d0495-bcd2-4e9a-8399-85ed9bf75eda
https://shopee.vn/B%E1%BB%99-s%E1%BA%A3n-ph%E1%BA%A9m-x%E1%BB%8Bt-kho%C3%A1ng-gi%E1%BA%A3m-d%E1%BA%A7u-ng%E1%BB%ABa-m%E1%BB%A5n-l%C3%A0m-s%E1%BA%A1ch-s%C3%A2u-cho-da-d%E1%BA%A7u-m%E1%BB%A5n-La-Roche-Posay-Serozinc-i.37251700.1783848780?sp_atk=ba08ad0b-ddbc-4c36-972d-488c535c10be&xptdk=ba08ad0b-ddbc-4c36-972d-488c535c10be
https://shopee.vn/B%E1%BB%99-s%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-cho-da-d%E1%BA%A7u-nh%E1%BA%A1y-c%E1%BA%A3m-La-Roche-Posay-Effaclar-Gel-200ml-N%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-trang-Micellar-Water-50ml-i.37251700.1783800785?sp_atk=a02f2403-6a3a-4253-bb9a-6c8dd86517e3&xptdk=a02f2403-6a3a-4253-bb9a-6c8dd86517e3
https://shopee.vn/Kem-d%C6%B0%E1%BB%A1ng-da-th%C3%B4ng-tho%C3%A1ng-l%E1%BB%97-ch%C3%A2n-l%C3%B4ng-ng%E1%BB%ABa-th%C3%A2m-v%C3%A0-m%E1%BB%A5n-La-RochePosay-Effaclar-Duo-40ml-i.37251700.580590297?sp_atk=c74c325e-07b7-4fc7-8269-c3780232f86d&xptdk=c74c325e-07b7-4fc7-8269-c3780232f86d
https://shopee.vn/Gel-R%E1%BB%ADa-M%E1%BA%B7t-T%E1%BA%A1o-B%E1%BB%8Dt-L%C3%A0m-S%E1%BA%A1ch-D%C3%A0nh-Cho-Da-D%E1%BA%A7u-Nh%E1%BA%A1y-C%E1%BA%A3m-La-Roche-Posay-Effaclar-50ml-i.37251700.581512093?sp_atk=7b2bcb6a-7310-41f0-8b81-3f1da6a6584d&xptdk=7b2bcb6a-7310-41f0-8b81-3f1da6a6584d
https://shopee.vn/Gel-r%E1%BB%ADa-m%E1%BA%B7t-t%E1%BA%A1o-b%E1%BB%8Dt-cho-da-d%E1%BA%A7u-nh%E1%BA%A1y-c%E1%BA%A3m-La-RochePosay-400ml-i.37251700.1335573348?sp_atk=14b60c97-e741-42eb-a149-105f75df991e&xptdk=14b60c97-e741-42eb-a149-105f75df991e
https://shopee.vn/N%C6%B0%E1%BB%9Bc-kho%C3%A1ng-gi%C3%BAp-l%C3%A0m-s%E1%BA%A1ch-l%C3%A0m-d%E1%BB%8Bu-da-La-RochePosay-Serozinc-300ml-i.37251700.580590349?sp_atk=0fe1f770-a690-431a-805c-862bfe7e1278&xptdk=0fe1f770-a690-431a-805c-862bfe7e1278
https://shopee.vn/N%C6%B0%E1%BB%9Bc-l%C3%A0m-s%E1%BA%A1ch-s%C3%A2u-v%C3%A0-t%E1%BA%A9y-trang-d%C3%A0nh-cho-da-d%E1%BA%A7u-La-Roche-Posay-Effaclar-Micellar-Water-400ml-i.37251700.1226041496?sp_atk=cd5f144c-be09-4cec-8838-9fa8a12b9ec1&xptdk=cd5f144c-be09-4cec-8838-9fa8a12b9ec1
https://shopee.vn/N%C6%B0%E1%BB%9Bc-l%C3%A0m-s%E1%BA%A1ch-s%C3%A2u-v%C3%A0-t%E1%BA%A9y-trang-cho-da-nh%E1%BA%A1y-c%E1%BA%A3m-La-Roche-Posay-Micellar-Water-Ultra-Sensitive-Skin-400ml-i.37251700.1226033104?sp_atk=08311ff4-1852-453c-9313-aa2625487093&xptdk=08311ff4-1852-453c-9313-aa2625487093
